id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude,categories_list,coordinates_list
b6jOwyX4iaagw8YjXqq1sA,antonios-trattoria-bronx,Antonio's Trattoria,https://s3-media3.fl.yelpcdn.com/bphoto/VnG_keQUb8r3ImEx4iInMw/o.jpg,False,https://www.yelp.com/biz/antonios-trattoria-bronx?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,819,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 40.854131, 'longitude': -73.886601}","['pickup', 'delivery']",$$,"{'address1': '2370 Belmont Ave', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10458', 'country': 'US', 'state': 'NY', 'display_address': ['2370 Belmont Ave', 'Bronx, NY 10458']}",+17187336630,(718) 733-6630,2321.0568823979,40.854131,-73.886601,"['Italian', 'Pizza', 'Desserts']","[40.854131, -73.886601]"
HsR3CeK2Ca8b_Q8Rn8spnA,casa-clema-restaurant-bronx,Casa Clema Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/nG2ygaYYStJFIRkjexX6Ug/o.jpg,False,https://www.yelp.com/biz/casa-clema-restaurant-bronx?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,2,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 40.8498016, 'longitude': -73.9168181}","['pickup', 'delivery']",,"{'address1': '1731 University Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10453', 'country': 'US', 'state': 'NY', 'display_address': ['1731 University Ave', 'Bronx, NY 10453']}",+17189012692,(718) 901-2692,369.562077618945,40.8498016,-73.9168181,"['Spanish', 'Tapas Bars', 'Latin American']","[40.8498016, -73.9168181]"
nvK7BmrwdxaUGc5NhCZvFw,munchies-the-best-taste-new-york,Munchies - The Best Taste,https://s3-media1.fl.yelpcdn.com/bphoto/Xew9V1-AkdheyvhrVFRnAA/o.jpg,False,https://www.yelp.com/biz/munchies-the-best-taste-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,11,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'latin', 'title': 'Latin American'}]",2.5,"{'latitude': 40.84889, 'longitude': -73.93427}",[],,"{'address1': '1405 St Nicholas Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['1405 St Nicholas Ave', 'New York, NY 10033']}",+12127408100,(212) 740-8100,1744.7751880423602,40.84889,-73.93427,"['Juice Bars & Smoothies', 'Latin American']","[40.84889, -73.93427]"
brE98UK0rJf7cZE3aPrI4A,bronx-bites-new-york,Bronx Bites,https://s3-media3.fl.yelpcdn.com/bphoto/9Q2_3T33Zo55i0Tr05UQ9Q/o.jpg,False,https://www.yelp.com/biz/bronx-bites-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,2,"[{'alias': 'dominican', 'title': 'Dominican'}]",4.5,"{'latitude': 40.86002, 'longitude': -73.90018}","['pickup', 'delivery']",,"{'address1': '113 E 184th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10468', 'country': 'US', 'state': 'NY', 'display_address': ['113 E 184th St', 'New York, NY 10468']}",+19175699236,(917) 569-9236,1421.5160600093673,40.86002,-73.90018,['Dominican'],"[40.86002, -73.90018]"
C3spvfEd8JQJie-yixRgpQ,com-tam-ninh-kieu-bronx,Com Tam Ninh Kieu,https://s3-media1.fl.yelpcdn.com/bphoto/e0yxD8a1EELQIBHhcwvo8Q/o.jpg,False,https://www.yelp.com/biz/com-tam-ninh-kieu-bronx?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,418,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.86702, 'longitude': -73.8982}","['pickup', 'delivery']",$$,"{'address1': '2641 Jerome Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10468', 'country': 'US', 'state': 'NY', 'display_address': ['2641 Jerome Ave', 'Bronx, NY 10468']}",+17184503833,(718) 450-3833,2086.1029867610737,40.86702,-73.8982,"['Vietnamese', 'Desserts', 'Coffee & Tea']","[40.86702, -73.8982]"
0QGdHJtqRJOvw7gm8qOZmQ,dyckman-dogs-new-york,Dyckman Dogs,https://s3-media2.fl.yelpcdn.com/bphoto/1IvCaEgWaOxZEFTGn9PrAw/o.jpg,False,https://www.yelp.com/biz/dyckman-dogs-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,16,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 40.86197, 'longitude': -73.92476}","['pickup', 'delivery']",,"{'address1': '105A Dyckman St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10040', 'country': 'US', 'state': 'NY', 'display_address': ['105A Dyckman St', 'New York, NY 10040']}",+12123042224,(212) 304-2224,1368.8175903303456,40.86197,-73.92476,"['Hot Dogs', 'Burgers']","[40.86197, -73.92476]"
krx3qFc0QFRqLL3fyscJSQ,cachapas-y-mas-new-york,Cachapas y mas,https://s3-media1.fl.yelpcdn.com/bphoto/UdWx1FIohr0Se9yLV2Yv2w/o.jpg,False,https://www.yelp.com/biz/cachapas-y-mas-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,355,"[{'alias': 'venezuelan', 'title': 'Venezuelan'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'empanadas', 'title': 'Empanadas'}]",4.0,"{'latitude': 40.862244, 'longitude': -73.92475}","['pickup', 'delivery']",$,"{'address1': '107 Dyckman St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10040', 'country': 'US', 'state': 'NY', 'display_address': ['107 Dyckman St', 'New York, NY 10040']}",+12123042224,(212) 304-2224,1392.2367912073191,40.862244,-73.92475,"['Venezuelan', 'Sandwiches', 'Empanadas']","[40.862244, -73.92475]"
qmoA7CY8hhU4RIUGAfRYhg,taqueria-huarache-bronx,Taqueria Huarache,https://s3-media1.fl.yelpcdn.com/bphoto/SWhSELT8lVO_EZo6ByimIw/o.jpg,False,https://www.yelp.com/biz/taqueria-huarache-bronx?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,37,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.8440592106296, 'longitude': -73.9142958513615}","['pickup', 'delivery']",$,"{'address1': '16 E Mt Eden Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10452', 'country': 'US', 'state': 'NY', 'display_address': ['16 E Mt Eden Ave', 'Bronx, NY 10452']}",+17182107948,(718) 210-7948,954.3564793389689,40.8440592106296,-73.9142958513615,['Mexican'],"[40.8440592106296, -73.9142958513615]"
80dIz6llWEew4No641ZQKQ,burger-heights-new-york-2,Burger Heights,https://s3-media1.fl.yelpcdn.com/bphoto/axviiJYXAFkpC4vqSth4ig/o.jpg,False,https://www.yelp.com/biz/burger-heights-new-york-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,415,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.0,"{'latitude': 40.85022, 'longitude': -73.93451}","['pickup', 'delivery']",$,"{'address1': '177 Wadsworth Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['177 Wadsworth Ave', 'New York, NY 10033']}",+12129511984,(212) 951-1984,1730.0831025055577,40.85022,-73.93451,"['Burgers', 'Fast Food', 'Hot Dogs']","[40.85022, -73.93451]"
SwydWCzIZ_bSp-8HeM4DTA,gogo-gi-new-york,GoGo-Gi,https://s3-media2.fl.yelpcdn.com/bphoto/cjhGnxmUxGJyPE7udWfNpw/o.jpg,False,https://www.yelp.com/biz/gogo-gi-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,189,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 40.83794, 'longitude': -73.94171}",[],$$,"{'address1': '3908 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10032', 'country': 'US', 'state': 'NY', 'display_address': ['3908 Broadway', 'New York, NY 10032']}",+12125430922,(212) 543-0922,2832.6667525799653,40.83794,-73.94171,"['Korean', 'Ramen']","[40.83794, -73.94171]"
